+-------------------------------------------------+----------+--------------------------------------------+-------------------------------------------------------------------------------------------+-----+
| Registry name                                   | Meta/dmg | Display name                               | Ore Dict Keys                                                                             | NBT |
| harvestcraft:creeperwingsitem                   |        0 | Creeper Wings                              | foodCreeperwings                                                                          |     |
| harvestcraft:crispyricepuffbarsitem             |        0 | Crispy Rice Puff Bar                       | foodCrispyricepuffbars                                                                    |     |
| harvestcraft:crispyricepuffcerealitem           |        0 | Crispy Rice Puff Cereal                    | foodCrispyricepuffcereal                                                                  |     |
| harvestcraft:croissantitem                      |        0 | Croissant                                  | foodCroissant                                                                             |     |
| harvestcraft:cucumberitem                       |        0 | Cucumber                                   | cropCucumber,listAllgreenveggie,listAllveggie                                             |     |
| harvestcraft:cucumbersaladitem                  |        0 | Cucumber Salad                             | foodCucumbersalad                                                                         |     |
| harvestcraft:cucumberseeditem                   |        0 | Cucumber Seed                              | listAllseed,seedCucumber                                                                  |     |
| harvestcraft:cucumbersoupitem                   |        0 | Cucumber Soup                              | foodCucumbersoup                                                                          |     |
| harvestcraft:curryitem                          |        0 | Curry Rice                                 | foodCurry                                                                                 |     |
| harvestcraft:curryleafitem                      |        0 | Curry Leaf                                 | cropCurryleaf                                                                             |     |
| harvestcraft:curryleafseeditem                  |        0 | Curry Leaf Seed                            | listAllseed,seedCurryleaf                                                                 |     |
| harvestcraft:currypowderitem                    |        0 | Curry Powder                               | foodCurrypowder,listAllspice                                                              |     |
| harvestcraft:custarditem                        |        0 | Custard                                    | foodCustard                                                                               |     |
| harvestcraft:cuttingboarditem                   |        0 | Cutting Board                              | toolCuttingboard                                                                          |     |
| harvestcraft:damperitem                         |        0 | Damper                                     | foodDamper                                                                                |     |
| harvestcraft:date_sapling                       |        0 | Date Sapling                               | treeSapling                                                                               |     |
| harvestcraft:dateitem                           |        0 | Date                                       | cropDate,listAllfruit                                                                     |     |
| harvestcraft:datenutbreaditem                   |        0 | Date Nut Bread                             | foodDatenutbread                                                                          |     |
| harvestcraft:delightedmealitem                  |        0 | Delighted Meal                             | foodDelightedmeal                                                                         |     |
| harvestcraft:deluxecheeseburgeritem             |        0 | Deluxe Cheeseburger                        | foodDeluxecheeseburger                                                                    |     |
| harvestcraft:deluxechickencurryitem             |        0 | Deluxe Chicken Curry                       | foodDeluxechickencurry                                                                    |     |
| harvestcraft:deviledeggitem                     |        0 | Deviled Egg                                | foodDeviledegg                                                                            |     |
| harvestcraft:dhalitem                           |        0 | Dhal                                       | foodDhal                                                                                  |     |
| harvestcraft:dimsumitem                         |        0 | Dim Sum                                    | foodDimsum                                                                                |     |
| harvestcraft:donutitem                          |        0 | Donut                                      | foodDonut                                                                                 |     |
| harvestcraft:doughitem                          |        0 | Dough                                      | foodDough                                                                                 |     |
| harvestcraft:dragonfruit_sapling                |        0 | Dragonfruit Sapling                        | treeSapling                                                                               |     |
| harvestcraft:dragonfruititem                    |        0 | Dragonfruit                                | cropDragonfruit,listAllfruit                                                              |     |
| harvestcraft:driedsoupitem                      |        0 | Dried Soup                                 | foodDriedsoup                                                                             |     |
| harvestcraft:duckcookeditem                     |        0 | item.duckcookeditem.name                   | foodDuckcooked,listAllduckcooked,listAllmeatcooked                                        |     |
| harvestcraft:duckrawitem                        |        0 | item.duckrawitem.name                      | foodDuckraw,listAllduckraw,listAllmeatraw                                                 |     |
| harvestcraft:durian_sapling                     |        0 | Durian Sapling                             | treeSapling                                                                               |     |
| harvestcraft:durianitem                         |        0 | Durian                                     | cropDurian                                                                                |     |
| harvestcraft:durianmilkshakeitem                |        0 | Durian Milkshake                           | foodDurianmilkshake                                                                       |     |
| harvestcraft:durianmuffinitem                   |        0 | Durian Muffin                              | foodDurianmuffin                                                                          |     |
| harvestcraft:ediblerootitem                     |        0 | Edible Root                                | cropEdibleroot                                                                            |     |
| harvestcraft:eelrawitem                         |        0 | Raw Eel                                    | foodEelraw                                                                                |     |
| harvestcraft:eggnogitem                         |        0 | Egg Nog                                    | foodEggnog                                                                                |     |
| harvestcraft:eggplantitem                       |        0 | Eggplant                                   | cropEggplant,listAllveggie                                                                |     |
| harvestcraft:eggplantparmitem                   |        0 | Eggplant Parm                              | foodEggplantparm                                                                          |     |
| harvestcraft:eggplantseeditem                   |        0 | Eggplant Seed                              | listAllseed,seedEggplant                                                                  |     |
| harvestcraft:eggsaladitem                       |        0 | Egg Salad                                  | foodEggsalad                                                                              |     |
| harvestcraft:eggsbenedictitem                   |        0 | Eggs Benedict                              | foodEggsbenedict                                                                          |     |
| harvestcraft:energydrinkitem                    |        0 | Energy Drink                               | foodEnergydrink                                                                           |     |
| harvestcraft:epicbaconitem                      |        0 | Epic Bacon                                 | foodEpicbacon                                                                             |     |
| harvestcraft:espressoitem                       |        0 | Espresso                                   | foodEspresso                                                                              |     |
| harvestcraft:extremechiliitem                   |        0 | Extreme Chili                              | foodExtremechili                                                                          |     |
| harvestcraft:fairybreaditem                     |        0 | Fairy Bread                                | foodFairybread                                                                            |     |
| harvestcraft:festivalbreaditem                  |        0 | Festival Bread                             | foodFestivalbread                                                                         |     |
| harvestcraft:fiestacornsaladitem                |        0 | Fiesta Corn Salad                          | foodFiestacornsalad                                                                       |     |
| harvestcraft:fig_sapling                        |        0 | Fig Sapling                                | treeSapling                                                                               |     |
| harvestcraft:figbaritem                         |        0 | Fig Bar                                    | foodFigbar                                                                                |     |
| harvestcraft:figitem                            |        0 | Fig                                        | cropFig,listAllfruit                                                                      |     |
| harvestcraft:figjellyitem                       |        0 | Fig Jelly                                  | foodFigjelly                                                                              |     |
| harvestcraft:figjellysandwichitem               |        0 | Fig Jelly Sandwich                         | foodFigjellysandwich                                                                      |     |
| harvestcraft:figjuiceitem                       |        0 | Fig Juice                                  | foodFigjuice                                                                              |     |
| harvestcraft:figsmoothieitem                    |        0 | Fig Smoothie                               | foodFigsmoothie                                                                           |     |
| harvestcraft:figyogurtitem                      |        0 | Fig Yogurt                                 | foodFigyogurt                                                                             |     |
| harvestcraft:firmtofuitem                       |        0 | Firm Tofu                                  | foodFirmtofu                                                                              |     |
| harvestcraft:fishandchipsitem                   |        0 | Fish and Chips                             | foodFishandchips                                                                          |     |
| harvestcraft:fishdinneritem                     |        0 | Fish Dinner                                | foodFishdinner                                                                            |     |
| harvestcraft:fishlettucewrapitem                |        0 | Fish Lettuce Wrap                          | foodFishlettucewrap                                                                       |     |
| harvestcraft:fishsandwichitem                   |        0 | Fish Sandwich                              | foodFishsandwich                                                                          |     |
| harvestcraft:fishsticksitem                     |        0 | Fish Sticks                                | foodFishsticks                                                                            |     |
| harvestcraft:fishtacoitem                       |        0 | Fish Taco                                  | foodFishtaco                                                                              |     |
| harvestcraft:fivespiceitem                      |        0 | Five Spice                                 | foodFivespice                                                                             |     |
| harvestcraft:flouritem                          |        0 | Flour                                      | flourEqualswheat,foodFlour                                                                |     |
| harvestcraft:footlongitem                       |        0 | Footlong                                   | foodFootlong                                                                              |     |
| harvestcraft:fortunecookieitem                  |        0 | Fortune Cookie                             | foodFortunecookie,listAllcookie                                                           |     |
| harvestcraft:frenchtoastitem                    |        0 | French Toast                               | foodFrenchtoast                                                                           |     |
| harvestcraft:freshmilkitem                      |        0 | Fresh Milk                                 | listAllmilk                                                                               |     |
| harvestcraft:freshwateritem                     |        0 | Fresh Water                                | listAllwater                                                                              |     |
| harvestcraft:friedchickenitem                   |        0 | Fried Chicken                              | foodFriedchicken                                                                          |     |
| harvestcraft:friedeggitem                       |        0 | Fried Egg                                  | foodFriedegg                                                                              |     |
| harvestcraft:friedgreentomatoesitem             |        0 | Fried Green Tomatoes                       | foodFriedgreentomatoes                                                                    |     |
| harvestcraft:friedonionsitem                    |        0 | Fried Onions                               | foodFriedonions                                                                           |     |
| harvestcraft:friedpecanokraitem                 |        0 | Fried Pecan Okra                           | foodFriedpecanokra                                                                        |     |
| harvestcraft:friedriceitem                      |        0 | Fried Rice                                 | foodFriedrice                                                                             |     |
| harvestcraft:friesitem                          |        0 | Fries                                      | foodFries                                                                                 |     |
| harvestcraft:frogcookeditem                     |        0 | Cooked Frog Legs                           | foodFrogcooked                                                                            |     |
| harvestcraft:froglegstirfryitem                 |        0 | Frog Leg Stirfry                           | foodFroglegstirfry                                                                        |     |
| harvestcraft:frograwitem                        |        0 | Raw Frog                                   | foodFrograw                                                                               |     |
| harvestcraft:frosteddonutitem                   |        0 | Frosted Donut                              | foodFrosteddonut                                                                          |     |
| harvestcraft:fruitcreamfestivalbreaditem        |        0 | Fruit Cream Festival Bread                 | foodFruitcreamfestivalbread                                                               |     |
| harvestcraft:fruitcrumbleitem                   |        0 | Fruit Crumble                              | foodFruitcrumble                                                                          |     |
| harvestcraft:fruitpunchitem                     |        0 | Fruit Punch                                | foodFruitpunch                                                                            |     |
| harvestcraft:fruitsaladitem                     |        0 | Fruit Salad                                | foodFruitsalad                                                                            |     |
| harvestcraft:futomakiitem                       |        0 | Futo Maki                                  | foodFutomaki                                                                              |     |
| harvestcraft:garammasalaitem                    |        0 | Garam Masala                               | foodGarammasala                                                                           |     |
| harvestcraft:gardensoupitem                     |        0 | Garden Soup                                | foodGardensoup                                                                            |     |
| harvestcraft:garlicbreaditem                    |        0 | Garlic Bread                               | foodGarlicbread                                                                           |     |
| harvestcraft:garlicchickenitem                  |        0 | Garlic Chicken                             | foodGarlicchicken                                                                         |     |
| harvestcraft:garlicitem                         |        0 | Garlic                                     | cropGarlic,listAllherb                                                                    |     |
| harvestcraft:garlicmashedpotatoesitem           |        0 | Garlic Mashed Potatoes                     | foodGarlicmashedpotatoes                                                                  |     |
| harvestcraft:garlicseeditem                     |        0 | Garlic Seed                                | listAllseed,seedGarlic                                                                    |     |
| harvestcraft:generaltsochickenitem              |        0 | General Tso's Chicken                      | foodGeneraltsochicken                                                                     |     |
| harvestcraft:gherkinitem                        |        0 | Gherkin                                    | foodGherkin                                                                               |     |
| harvestcraft:gingerbreaditem                    |        0 | Ginger Bread                               | foodGingerbread                                                                           |     |
| harvestcraft:gingerchickenitem                  |        0 | Ginger Chicken                             | foodGingerchicken                                                                         |     |
| harvestcraft:gingeredrhubarbtartitem            |        0 | Gingered Rhubarb Tart                      | foodGingeredrhubarbtart                                                                   |     |
| harvestcraft:gingeritem                         |        0 | Ginger                                     | cropGinger,listAllspice                                                                   |     |
| harvestcraft:gingerseeditem                     |        0 | Ginger Seed                                | listAllseed,seedGinger                                                                    |     |
| harvestcraft:gingersnapsitem                    |        0 | Ginger Snaps                               | foodGingersnaps                                                                           |     |
| harvestcraft:gingersodaitem                     |        0 | Ginger Ale                                 | foodGingersoda,listAllsoda                                                                |     |
| harvestcraft:glazedcarrotsitem                  |        0 | Glazed Carrots                             | foodGlazedcarrots                                                                         |     |
| harvestcraft:gooseberry_sapling                 |        0 | Gooseberry Sapling                         | treeSapling                                                                               |     |
| harvestcraft:gooseberryitem                     |        0 | Gooseberry                                 | cropGooseberry,listAllberry,listAllfruit                                                  |     |
| harvestcraft:gooseberryjellyitem                |        0 | Gooseberry Jelly                           | foodGooseberryjelly                                                                       |     |
| harvestcraft:gooseberryjellysandwichitem        |        0 | Gooseberry Jelly Sandwich                  | foodGooseberryjellysandwich                                                               |     |
| harvestcraft:gooseberrymilkshakeitem            |        0 | Gooseberry Milkshake                       | foodGooseberrymilkeshake                                                                  |     |
| harvestcraft:gooseberrypieitem                  |        0 | Gooseberry Pie                             | foodGooseberrypie                                                                         |     |
| harvestcraft:gooseberrysmoothieitem             |        0 | Gooseberry Smoothie                        | foodGooseberrysmoothie,listAllsmoothie                                                    |     |
| harvestcraft:gooseberryyogurtitem               |        0 | Gooseberry Yogurt                          | foodGooseberryyogurt                                                                      |     |
| harvestcraft:grapefruit_sapling                 |        0 | Grapefruit Sapling                         | treeSapling                                                                               |     |
| harvestcraft:grapefruititem                     |        0 | Grapefruit                                 | cropGrapefruit,listAllcitrus,listAllfruit                                                 |     |
| harvestcraft:grapefruitjellyitem                |        0 | Grapefruit Jelly                           | foodGrapefruitjelly                                                                       |     |
| harvestcraft:grapefruitjellysandwichitem        |        0 | Grapefruit Jelly Sandwich                  | foodGrapefruitjellysandwich                                                               |     |
| harvestcraft:grapefruitjuiceitem                |        0 | Grapfruit Juice                            | foodGrapefruitjuice                                                                       |     |
| harvestcraft:grapefruitsmoothieitem             |        0 | Grapefruit Smoothie                        | foodGrapefruitjellysmoothie                                                               |     |
| harvestcraft:grapefruitsodaitem                 |        0 | Grapefruit Soda                            | foodGrapefruitsoda,listAllsoda                                                            |     |
| harvestcraft:grapefruityogurtitem               |        0 | Grapefruit Yogurt                          | foodGrapefruityogurt                                                                      |     |
| harvestcraft:grapeitem                          |        0 | Grape                                      | cropGrape,listAllfruit                                                                    |     |
| harvestcraft:grapejellyitem                     |        0 | Grape Jelly                                | foodGrapejelly                                                                            |     |
| harvestcraft:grapejuiceitem                     |        0 | Grape Juice                                | foodGrapejuice                                                                            |     |
| harvestcraft:grapesaladitem                     |        0 | Grape Salad                                | foodGrapesalad                                                                            |     |
| harvestcraft:grapeseeditem                      |        0 | Grape Seed                                 | listAllseed,seedGrape                                                                     |     |
| harvestcraft:grapesmoothieitem                  |        0 | Grape Smoothie                             | foodGrapesmoothie                                                                         |     |
| harvestcraft:grapesodaitem                      |        0 | Grape Soda                                 | foodGrapesoda,listAllsoda                                                                 |     |
| harvestcraft:grapeyogurtitem                    |        0 | Grape Yogurt                               | foodGrapeyogurt                                                                           |     |
| harvestcraft:gravyitem                          |        0 | Gravy                                      | foodGravy                                                                                 |     |
| harvestcraft:greeneggsandhamitem                |        0 | Green Eggs and Ham                         | foodGreeneggsandham                                                                       |     |
| harvestcraft:greenheartfishitem                 |        0 | Green Heart Fish                           | foodGreenheartfish,listAllfishraw                                                         |     |
| harvestcraft:grilledasparagusitem               |        0 | Grilled Asparagus                          | foodGrilledasparagus                                                                      |     |
| harvestcraft:grilledcheeseitem                  |        0 | Grilled Cheese                             | foodGrilledcheese                                                                         |     |
| harvestcraft:grilledcheesevegemitetoastitem     |        0 | Grilled Cheese Vegemite Toast              | foodGrilledcheesevegemitetoast                                                            |     |
| harvestcraft:grilledeggplantitem                |        0 | Grilled Eggplant                           | foodGrilledeggplant                                                                       |     |
| harvestcraft:grilledmushroomitem                |        0 | Grilled Mushroom                           | foodGrilledmushroom                                                                       |     |
| harvestcraft:grilledskewersitem                 |        0 | Grilled Skewer                             | foodGrilledskewers                                                                        |     |
| harvestcraft:gritsitem                          |        0 | Grits                                      | foodGrits                                                                                 |     |
| harvestcraft:groundcinnamonitem                 |        0 | Ground Cinnamon                            | foodGroundcinnamon                                                                        |     |
| harvestcraft:groundnutmegitem                   |        0 | Ground Nutmeg                              | foodGroundnutmeg                                                                          |     |
| harvestcraft:grouperrawitem                     |        0 | Raw Grouper                                | foodGrouperraw,listAllfishraw                                                             |     |
| harvestcraft:guacamoleitem                      |        0 | Guacamole                                  | foodGuacamole                                                                             |     |
| harvestcraft:gumboitem                          |        0 | Gumbo                                      | foodGumbo                                                                                 |     |
| harvestcraft:gummybearsitem                     |        0 | Gummy Bears                                | foodGummybears                                                                            |     |
| harvestcraft:haggisitem                         |        0 | Haggis                                     | foodHaggis                                                                                |     |
| harvestcraft:hamandcheesesandwichitem           |        0 | Ham and Cheese Sandwich                    | foodHamandcheesesandwich                                                                  |     |
| harvestcraft:hamburgeritem                      |        0 | Hamburger                                  | foodHamburger                                                                             |     |
| harvestcraft:hamsweetpicklesandwichitem         |        0 | Ham & Sweet Pickle Sandwich                | foodHamsweetpicklesandwich                                                                |     |
| harvestcraft:harvestpumpkinitem                 |        0 | Pumpkin                                    | cropPumpkin,listAllveggie                                                                 |     |
| harvestcraft:hashitem                           |        0 | Hash                                       | foodHash                                                                                  |     |
| harvestcraft:heartybreakfastitem                |        0 | Hearty Breakfast                           | foodHeartyBreakfast                                                                       |     |
| harvestcraft:heavycreamitem                     |        0 | Heavy Cream                                | foodHeavycream,listAllheavycream                                                          |     |
| harvestcraft:herbbutterparsnipsitem             |        0 | Herb Butter Parsnips                       | foodHerbbutterparsnips                                                                    |     |
| harvestcraft:herringrawitem                     |        0 | Raw Herring                                | foodHerringraw,listAllfishraw                                                             |     |
| harvestcraft:hoisinsauceitem                    |        0 | Hoisin Sauce                               | foodHoisinsauce                                                                           |     |
| harvestcraft:holidaycakeitem                    |        0 | Holiday Cake                               | foodHolidaycake                                                                           |     |
| harvestcraft:homestylelunchitem                 |        0 | Homestyle Lunch                            | foodHomestylelunch                                                                        |     |
| harvestcraft:honeybreaditem                     |        0 | Honey Bread                                | foodHoneybread                                                                            |     |
| harvestcraft:honeybunitem                       |        0 | Honeybun                                   | foodHoneybun                                                                              |     |
| harvestcraft:honeycombchocolatebaritem          |        0 | Honeycomb Chocolate Bar                    | foodHoneycombchocolatebar                                                                 |     |
| harvestcraft:honeyglazedcarrotsitem             |        0 | Honey Glazed Carrots                       | foodHoneyglazedcarrots                                                                    |     |
| harvestcraft:honeyglazedhamitem                 |        0 | Honey Glazed Ham                           | foodHoneyglazedham                                                                        |     |
| harvestcraft:honeyitem                          |        0 | Honey                                      | dropHoney,foodHoneydrop,listAllsugar                                                      |     |
| harvestcraft:honeylemonlambitem                 |        0 | Honey Lemon Lamb                           | foodHoneylemonlamb                                                                        |     |
| harvestcraft:honeysandwichitem                  |        0 | Honey Sandwich                             | foodHoneysandwich                                                                         |     |
| harvestcraft:honeysoyribsitem                   |        0 | Honey Soy Ribs                             | foodHoneysoyribs                                                                          |     |
| harvestcraft:hotandsoursoupitem                 |        0 | Hot and Sour Soup                          | foodHotandsoursoup                                                                        |     |
| harvestcraft:hotchocolateitem                   |        0 | Hot Chocolate                              | foodHotchocolate                                                                          |     |
| harvestcraft:hotdogitem                         |        0 | Hotdog                                     | foodHotdog                                                                                |     |
| harvestcraft:hotsauceitem                       |        0 | Hot Sauce                                  | foodHotsauce                                                                              |     |
| harvestcraft:hotwingsitem                       |        0 | Hot Wings                                  | foodHotwings                                                                              |     |
| harvestcraft:hummusitem                         |        0 | Hummus                                     | foodHummus                                                                                |     |
| harvestcraft:hushpuppiesitem                    |        0 | Hushpuppies                                | foodHushpuppies                                                                           |     |
| harvestcraft:icecreamitem                       |        0 | Ice Cream                                  | foodIcecream,listAllicecream                                                              |     |
| harvestcraft:ironbrewitem                       |        0 | Iron Brew                                  | foodIronbrew                                                                              |     |
| harvestcraft:jaffaitem                          |        0 | Jaffa                                      | foodJaffa                                                                                 |     |
| harvestcraft:jambalayaitem                      |        0 | Jambalaya                                  | foodJambalaya                                                                             |     |
| harvestcraft:jamrollitem                        |        0 | Jam Roll                                   | foodJamroll                                                                               |     |
| harvestcraft:jellybeansitem                     |        0 | Jellybeans                                 | foodJellybeans                                                                            |     |
| harvestcraft:jellydonutitem                     |        0 | Jelly Donut                                | foodJellydonut                                                                            |     |
| harvestcraft:jellyfishrawitem                   |        0 | Raw Jellyfish                              | foodJellyfishraw                                                                          |     |
| harvestcraft:juiceritem                         |        0 | Juicer                                     | toolJuicer                                                                                |     |
| harvestcraft:ketchupitem                        |        0 | Ketchup                                    | foodKetchup                                                                               |     |
| harvestcraft:keylimepieitem                     |        0 | Keylime Pie                                | foodKeylimepie                                                                            |     |
| harvestcraft:kimchiitem                         |        0 | Kimchi                                     | foodKimchi                                                                                |     |
| harvestcraft:kiwiitem                           |        0 | Kiwi                                       | cropKiwi,listAllfruit                                                                     |     |
| harvestcraft:kiwijellyitem                      |        0 | Kiwi Jelly                                 | foodKiwijelly                                                                             |     |
| harvestcraft:kiwijellysandwichitem              |        0 | Kiwi Jelly Sandwich                        | foodKiwijellysandwich                                                                     |     |
| harvestcraft:kiwijuiceitem                      |        0 | Kiwi Juice                                 | foodKiwijuice                                                                             |     |
| harvestcraft:kiwiseeditem                       |        0 | Kiwi Seed                                  | listAllseed,seedKiwi                                                                      |     |
| harvestcraft:kiwismoothieitem                   |        0 | Kiwi Smoothie                              | foodKiwismoothie,listAllsmoothie                                                          |     |
| harvestcraft:kiwiyogurtitem                     |        0 | Kiwi Yogurt                                | foodKiwiyogurt                                                                            |     |
| harvestcraft:koreandinneritem                   |        0 | Korean Dinner                              | foodKoreandinner                                                                          |     |
| harvestcraft:kungpaochickenitem                 |        0 | Kung Pao Chicken                           | foodKungpaochicken                                                                        |     |
| harvestcraft:lambbarleysoupitem                 |        0 | Lamb Barley Soup                           | foodLambbarleysoup                                                                        |     |
| harvestcraft:lambkebabitem                      |        0 | Lamb Kebab                                 | foodLambkebab                                                                             |     |
| harvestcraft:lambwithmintsauceitem              |        0 | Lamb with Mint Sauce                       | foodLambwithmintsauce                                                                     |     |
| harvestcraft:lamingtonitem                      |        0 | Lamington                                  | foodLamington                                                                             |     |
| harvestcraft:lasagnaitem                        |        0 | Lasagna                                    | foodLasagna                                                                               |     |
| harvestcraft:lavendershortbreaditem             |        0 | Lavender Shortbread                        | foodLavendershortbread                                                                    |     |
| harvestcraft:leafychickensandwichitem           |        0 | Leafy Chicken Sandwich                     | foodLeafychickensandwich                                                                  |     |
| harvestcraft:leafyfishsandwichitem              |        0 | Leafy Fish Sandwich                        | foodLeafyfishsandwich                                                                     |     |
| harvestcraft:leekbaconsoupitem                  |        0 | Leek Bacon Soup                            | foodLeekbaconsoup                                                                         |     |
| harvestcraft:leekitem                           |        0 | Leek                                       | cropLeek,listAllveggie                                                                    |     |
| harvestcraft:leekseeditem                       |        0 | Leek Seed                                  | listAllseed,seedLeek                                                                      |     |
| harvestcraft:lemon_sapling                      |        0 | Lemon Sapling                              | treeSapling                                                                               |     |
| harvestcraft:lemonaideitem                      |        0 | Lemonade                                   | foodLemonaide                                                                             |     |
| harvestcraft:lemonbaritem                       |        0 | Lemon Bar                                  | foodLemonbar                                                                              |     |
| harvestcraft:lemonchickenitem                   |        0 | Lemon Chicken                              | foodLemonchicken                                                                          |     |
| harvestcraft:lemondrizzlecakeitem               |        0 | Lemon Drizzle Cake                         | foodLemondrizzlecake                                                                      |     |
| harvestcraft:lemonitem                          |        0 | Lemon                                      | cropLemon,listAllcitrus,listAllfruit                                                      |     |
| harvestcraft:lemonjellyitem                     |        0 | Lemon Jelly                                | foodLemonjelly                                                                            |     |
| harvestcraft:lemonjellysandwichitem             |        0 | Lemon Jelly Sandwich                       | foodLemonjellysandwich                                                                    |     |
| harvestcraft:lemonlimesodaitem                  |        0 | Lemon-Lime Soda                            | foodLemonlimesoda,listAllsoda                                                             |     |
| harvestcraft:lemonmeringueitem                  |        0 | Lemon Meringue                             | foodLemonmeringue                                                                         |     |
| harvestcraft:lemonsmoothieitem                  |        0 | Lemon Smoothie                             | foodLemonsmoothie,listAllsmoothie                                                         |     |
| harvestcraft:lemonyogurtitem                    |        0 | Lemon Yogurt                               | foodLemonyogurt                                                                           |     |
| harvestcraft:lettuceitem                        |        0 | Lettuce                                    | cropLettuce,listAllgreenveggie,listAllveggie                                              |     |
