+------------------------------------+-------------------------------------------------+----------+--------------------------------------------+-----+
| OreDict Key                        | Registry name                                   | Meta/dmg | Display name                               | NBT |
| foodGrapesmoothie                  | harvestcraft:grapesmoothieitem                  |        0 | Grape Smoothie                             |     |
| foodGrapesoda                      | harvestcraft:grapesodaitem                      |        0 | Grape Soda                                 |     |
| foodGrapeyogurt                    | harvestcraft:grapeyogurtitem                    |        0 | Grape Yogurt                               |     |
| foodGravy                          | harvestcraft:gravyitem                          |        0 | Gravy                                      |     |
| foodGreeneggsandham                | harvestcraft:greeneggsandhamitem                |        0 | Green Eggs and Ham                         |     |
| foodGreenheartfish                 | harvestcraft:greenheartfishitem                 |        0 | Green Heart Fish                           |     |
| foodGrilledasparagus               | harvestcraft:grilledasparagusitem               |        0 | Grilled Asparagus                          |     |
| foodGrilledcheese                  | harvestcraft:grilledcheeseitem                  |        0 | Grilled Cheese                             |     |
| foodGrilledcheesevegemitetoast     | harvestcraft:grilledcheesevegemitetoastitem     |        0 | Grilled Cheese Vegemite Toast              |     |
| foodGrilledeggplant                | harvestcraft:grilledeggplantitem                |        0 | Grilled Eggplant                           |     |
| foodGrilledmushroom                | harvestcraft:grilledmushroomitem                |        0 | Grilled Mushroom                           |     |
| foodGrilledskewers                 | harvestcraft:grilledskewersitem                 |        0 | Grilled Skewer                             |     |
| foodGrits                          | harvestcraft:gritsitem                          |        0 | Grits                                      |     |
| foodGroundcinnamon                 | harvestcraft:groundcinnamonitem                 |        0 | Ground Cinnamon                            |     |
| foodGroundnutmeg                   | harvestcraft:groundnutmegitem                   |        0 | Ground Nutmeg                              |     |
| foodGrouperraw                     | harvestcraft:grouperrawitem                     |        0 | Raw Grouper                                |     |
| foodGuacamole                      | harvestcraft:guacamoleitem                      |        0 | Guacamole                                  |     |
| foodGumbo                          | harvestcraft:gumboitem                          |        0 | Gumbo                                      |     |
| foodGummybears                     | harvestcraft:gummybearsitem                     |        0 | Gummy Bears                                |     |
| foodHaggis                         | harvestcraft:haggisitem                         |        0 | Haggis                                     |     |
| foodHamandcheesesandwich           | harvestcraft:hamandcheesesandwichitem           |        0 | Ham and Cheese Sandwich                    |     |
| foodHamburger                      | harvestcraft:hamburgeritem                      |        0 | Hamburger                                  |     |
| foodHamsweetpicklesandwich         | harvestcraft:hamsweetpicklesandwichitem         |        0 | Ham & Sweet Pickle Sandwich                |     |
| foodHash                           | harvestcraft:hashitem                           |        0 | Hash                                       |     |
| foodHeartyBreakfast                | harvestcraft:heartybreakfastitem                |        0 | Hearty Breakfast                           |     |
| foodHeavycream                     | harvestcraft:heavycreamitem                     |        0 | Heavy Cream                                |     |
| foodHerbbutterparsnips             | harvestcraft:herbbutterparsnipsitem             |        0 | Herb Butter Parsnips                       |     |
| foodHerringraw                     | harvestcraft:herringrawitem                     |        0 | Raw Herring                                |     |
| foodHoisinsauce                    | harvestcraft:hoisinsauceitem                    |        0 | Hoisin Sauce                               |     |
| foodHolidaycake                    | harvestcraft:holidaycakeitem                    |        0 | Holiday Cake                               |     |
| foodHomestylelunch                 | harvestcraft:homestylelunchitem                 |        0 | Homestyle Lunch                            |     |
| foodHoneybread                     | harvestcraft:honeybreaditem                     |        0 | Honey Bread                                |     |
| foodHoneybun                       | harvestcraft:honeybunitem                       |        0 | Honeybun                                   |     |
| foodHoneycombchocolatebar          | harvestcraft:honeycombchocolatebaritem          |        0 | Honeycomb Chocolate Bar                    |     |
| foodHoneydrop                      | harvestcraft:honeyitem                          |        0 | Honey                                      |     |
| foodHoneyglazedcarrots             | harvestcraft:honeyglazedcarrotsitem             |        0 | Honey Glazed Carrots                       |     |
| foodHoneyglazedham                 | harvestcraft:honeyglazedhamitem                 |        0 | Honey Glazed Ham                           |     |
| foodHoneylemonlamb                 | harvestcraft:honeylemonlambitem                 |        0 | Honey Lemon Lamb                           |     |
| foodHoneysandwich                  | harvestcraft:honeysandwichitem                  |        0 | Honey Sandwich                             |     |
| foodHoneysoyribs                   | harvestcraft:honeysoyribsitem                   |        0 | Honey Soy Ribs                             |     |
| foodHotandsoursoup                 | harvestcraft:hotandsoursoupitem                 |        0 | Hot and Sour Soup                          |     |
| foodHotchocolate                   | harvestcraft:hotchocolateitem                   |        0 | Hot Chocolate                              |     |
| foodHotdog                         | harvestcraft:hotdogitem                         |        0 | Hotdog                                     |     |
| foodHotsauce                       | harvestcraft:hotsauceitem                       |        0 | Hot Sauce                                  |     |
| foodHotwings                       | harvestcraft:hotwingsitem                       |        0 | Hot Wings                                  |     |
| foodHummus                         | harvestcraft:hummusitem                         |        0 | Hummus                                     |     |
| foodHushpuppies                    | harvestcraft:hushpuppiesitem                    |        0 | Hushpuppies                                |     |
| foodIcecream                       | harvestcraft:icecreamitem                       |        0 | Ice Cream                                  |     |
| foodIronbrew                       | harvestcraft:ironbrewitem                       |        0 | Iron Brew                                  |     |
| foodJaffa                          | harvestcraft:jaffaitem                          |        0 | Jaffa                                      |     |
| foodJambalaya                      | harvestcraft:jambalayaitem                      |        0 | Jambalaya                                  |     |
| foodJamroll                        | harvestcraft:jamrollitem                        |        0 | Jam Roll                                   |     |
| foodJellybeans                     | harvestcraft:jellybeansitem                     |        0 | Jellybeans                                 |     |
| foodJellydonut                     | harvestcraft:jellydonutitem                     |        0 | Jelly Donut                                |     |
| foodJellyfishraw                   | harvestcraft:jellyfishrawitem                   |        0 | Raw Jellyfish                              |     |
| foodKetchup                        | harvestcraft:ketchupitem                        |        0 | Ketchup                                    |     |
| foodKeylimepie                     | harvestcraft:keylimepieitem                     |        0 | Keylime Pie                                |     |
| foodKimchi                         | harvestcraft:kimchiitem                         |        0 | Kimchi                                     |     |
| foodKiwijelly                      | harvestcraft:kiwijellyitem                      |        0 | Kiwi Jelly                                 |     |
| foodKiwijellysandwich              | harvestcraft:kiwijellysandwichitem              |        0 | Kiwi Jelly Sandwich                        |     |
| foodKiwijuice                      | harvestcraft:kiwijuiceitem                      |        0 | Kiwi Juice                                 |     |
| foodKiwismoothie                   | harvestcraft:kiwismoothieitem                   |        0 | Kiwi Smoothie                              |     |
| foodKiwiyogurt                     | harvestcraft:kiwiyogurtitem                     |        0 | Kiwi Yogurt                                |     |
| foodKoreandinner                   | harvestcraft:koreandinneritem                   |        0 | Korean Dinner                              |     |
| foodKungpaochicken                 | harvestcraft:kungpaochickenitem                 |        0 | Kung Pao Chicken                           |     |
| foodLambbarleysoup                 | harvestcraft:lambbarleysoupitem                 |        0 | Lamb Barley Soup                           |     |
| foodLambkebab                      | harvestcraft:lambkebabitem                      |        0 | Lamb Kebab                                 |     |
| foodLambwithmintsauce              | harvestcraft:lambwithmintsauceitem              |        0 | Lamb with Mint Sauce                       |     |
| foodLamington                      | harvestcraft:lamingtonitem                      |        0 | Lamington                                  |     |
| foodLasagna                        | harvestcraft:lasagnaitem                        |        0 | Lasagna                                    |     |
| foodLavendershortbread             | harvestcraft:lavendershortbreaditem             |        0 | Lavender Shortbread                        |     |
| foodLeafychickensandwich           | harvestcraft:leafychickensandwichitem           |        0 | Leafy Chicken Sandwich                     |     |
| foodLeafyfishsandwich              | harvestcraft:leafyfishsandwichitem              |        0 | Leafy Fish Sandwich                        |     |
| foodLeekbaconsoup                  | harvestcraft:leekbaconsoupitem                  |        0 | Leek Bacon Soup                            |     |
| foodLemonaide                      | harvestcraft:lemonaideitem                      |        0 | Lemonade                                   |     |
| foodLemonbar                       | harvestcraft:lemonbaritem                       |        0 | Lemon Bar                                  |     |
| foodLemonchicken                   | harvestcraft:lemonchickenitem                   |        0 | Lemon Chicken                              |     |
| foodLemondrizzlecake               | harvestcraft:lemondrizzlecakeitem               |        0 | Lemon Drizzle Cake                         |     |
| foodLemonjelly                     | harvestcraft:lemonjellyitem                     |        0 | Lemon Jelly                                |     |
| foodLemonjellysandwich             | harvestcraft:lemonjellysandwichitem             |        0 | Lemon Jelly Sandwich                       |     |
| foodLemonlimesoda                  | harvestcraft:lemonlimesodaitem                  |        0 | Lemon-Lime Soda                            |     |
| foodLemonmeringue                  | harvestcraft:lemonmeringueitem                  |        0 | Lemon Meringue                             |     |
| foodLemonsmoothie                  | harvestcraft:lemonsmoothieitem                  |        0 | Lemon Smoothie                             |     |
| foodLemonyogurt                    | harvestcraft:lemonyogurtitem                    |        0 | Lemon Yogurt                               |     |
| foodLimejelly                      | harvestcraft:limejellyitem                      |        0 | Lime Jelly                                 |     |
| foodLimejellysandwich              | harvestcraft:limejellysandwichitem              |        0 | Lime Jelly Sandwich                        |     |
| foodLimejuice                      | harvestcraft:limejuiceitem                      |        0 | Lime Juice                                 |     |
| foodLimesmoothie                   | harvestcraft:limesmoothieitem                   |        0 | Lime Smoothie                              |     |
| foodLimeyogurt                     | harvestcraft:limeyogurtitem                     |        0 | Lime Yogurt                                |     |
| foodLiverandonions                 | harvestcraft:liverandonionsitem                 |        0 | Liver and Onions                           |     |
| foodLoadedbakedpotato              | harvestcraft:loadedbakedpotatoitem              |        0 | Loaded Baked Potato                        |     |
| foodMangochutney                   | harvestcraft:mangochutneyitem                   |        0 | Mango Chutney                              |     |
| foodMangojelly                     | harvestcraft:mangojellyitem                     |        0 | Mango Jelly                                |     |
| foodMangojellysandwich             | harvestcraft:mangojellysandwichitem             |        0 | Mango Jelly Sandwich                       |     |
| foodMangojuice                     | harvestcraft:mangojuiceitem                     |        0 | Mango Juice                                |     |
| foodMangosmoothie                  | harvestcraft:mangosmoothieitem                  |        0 | Mango Smoothie                             |     |
| foodMangoyogurt                    | harvestcraft:mangoyogurtitem                    |        0 | Mango Yogurt                               |     |
| foodManjuu                         | harvestcraft:manjuuitem                         |        0 | Manj?                                      |     |
| foodMaplecandiedbacon              | harvestcraft:maplecandiedbaconitem              |        0 | Maple Candied Bacon                        |     |
| foodMapleoatmeal                   | harvestcraft:mapleoatmealitem                   |        0 | Maple Oatmeal                              |     |
| foodMaplesausage                   | harvestcraft:maplesausageitem                   |        0 | Maple Sausage                              |     |
| foodMaplesyruppancakes             | harvestcraft:maplesyruppancakesitem             |        0 | Maple Syrup Pancakes                       |     |
| foodMaplesyrupwaffles              | harvestcraft:maplesyrupwafflesitem              |        0 | Maple Syrup Waffles                        |     |
| foodMarinatedcucumbers             | harvestcraft:marinatedcucumbersitem             |        0 | Marinated Cucumbers                        |     |
| foodMarshmellows                   | harvestcraft:marshmellowsitem                   |        0 | Marshmallows                               |     |
| foodMarzipan                       | harvestcraft:marzipanitem                       |        0 | Marzipan                                   |     |
| foodMashedpotatoes                 | harvestcraft:mashedpotatoesitem                 |        0 | Mashed Potatoes                            |     |
| foodMashedsweetpotatoes            | harvestcraft:mashedsweetpotatoesitem            |        0 | Mashed Sweet Potatoes                      |     |
| foodMayo                           | harvestcraft:mayoitem                           |        0 | Mayo                                       |     |
| foodMcpam                          | harvestcraft:mcpamitem                          |        0 | McPam                                      |     |
| foodMeatfeastpizza                 | harvestcraft:meatfeastpizzaitem                 |        0 | Meat Feast Pizza                           |     |
| foodMeatloaf                       | harvestcraft:meatloafitem                       |        0 | Meatloaf                                   |     |
| foodMeatpie                        | harvestcraft:meatpieitem                        |        0 | Meat Pie                                   |     |
| foodMeatystew                      | harvestcraft:meatystewitem                      |        0 | Meaty Stew                                 |     |
| foodMeatystirfry                   | harvestcraft:meatystirfryitem                   |        0 | Meaty Stirfry                              |     |
| foodMelonjuice                     | harvestcraft:melonjuiceitem                     |        0 | Melon Juice                                |     |
| foodMelonsmoothie                  | harvestcraft:melonsmoothieitem                  |        0 | Melon Smoothie                             |     |
| foodMelonyogurt                    | harvestcraft:melonyogurtitem                    |        0 | Melon Yogurt                               |     |
| foodMincepie                       | harvestcraft:mincepieitem                       |        0 | Mince Pie                                  |     |
| foodMintchocolatechipicecream      | harvestcraft:mintchocolatechipicecreamitem      |        0 | Mint Chocolate Chip Ice Cream              |     |
| foodMisosoup                       | harvestcraft:misosoupitem                       |        0 | Miso Soup                                  |     |
| foodMixedsalad                     | harvestcraft:mixedsaladitem                     |        0 | Mixed Salad                                |     |
| foodMochaicecream                  | harvestcraft:mochaicecreamitem                  |        0 | Mocha Ice Cream                            |     |
| foodMochi                          | harvestcraft:mochiitem                          |        0 | Mochi                                      |     |
| foodMonsterfrieddumplings          | harvestcraft:monsterfrieddumplingsitem          |        0 | Monster Fried Dumplings                    |     |
| foodMontecristosandwich            | harvestcraft:montecristosandwichitem            |        0 | Monte Cristo Sandwich                      |     |
| foodMozzerellasticks               | harvestcraft:mozzerellasticksitem               |        0 | Mozzerella Sticks                          |     |
| foodMudfishraw                     | harvestcraft:mudfishrawitem                     |        0 | Raw Mudfish                                |     |
| foodMuseli                         | harvestcraft:museliitem                         |        0 | Muesli                                     |     |
| foodMushroomlasagna                | harvestcraft:mushroomlasagnaitem                |        0 | Mushroom Lasagna                           |     |
| foodMushroompowder                 | biomesoplenty:shroompowder                      |        0 | Shroom Powder                              |     |
| foodMushroomrisotto                | harvestcraft:mushroomrisottoitem                |        0 | Mushroom Risotto                           |     |
| foodMushroomsalad                  | biomesoplenty:saladshroom                       |        0 | Shroom Salad                               |     |
| foodMusselcooked                   | harvestcraft:musselcookeditem                   |        0 | Cooked Mussel                              |     |
| foodMusselraw                      | harvestcraft:musselrawitem                      |        0 | Raw Mussel                                 |     |
| foodMustard                        | harvestcraft:mustarditem                        |        0 | Mustard                                    |     |
| foodMuttoncooked                   | minecraft:cooked_mutton                         |        0 | Cooked Mutton                              |     |
| foodMuttonraw                      | minecraft:mutton                                |        0 | Raw Mutton                                 |     |
| foodNaan                           | harvestcraft:naanitem                           |        0 | Naan                                       |     |
| foodNachoes                        | harvestcraft:nachoesitem                        |        0 | Nachos                                     |     |
| foodNeapolitanicecream             | harvestcraft:neapolitanicecreamitem             |        0 | Neapolitan Ice Cream                       |     |
| foodNetherwings                    | harvestcraft:netherwingsitem                    |        0 | Nether Wings                               |     |
| foodNoodles                        | harvestcraft:noodlesitem                        |        0 | Noodles                                    |     |
| foodNutella                        | harvestcraft:nutellaitem                        |        0 | Nutella                                    |     |
| foodOctopuscooked                  | harvestcraft:octopuscookeditem                  |        0 | Cooked Octopus                             |     |
| foodOctopusraw                     | harvestcraft:octopusrawitem                     |        0 | Raw Octopus                                |     |
| foodOkrachips                      | harvestcraft:okrachipsitem                      |        0 | Okra Chips                                 |     |
| foodOkracreole                     | harvestcraft:okracreoleitem                     |        0 | Okra Creole                                |     |
| foodOldworldveggiesoup             | harvestcraft:oldworldveggiesoupitem             |        0 | Old World Veggie Soup                      |     |
| foodOliveoil                       | harvestcraft:oliveoilitem                       |        0 | Cooking Oil                                |     |
| foodOmelet                         | harvestcraft:omeletitem                         |        0 | Omelet                                     |     |
| foodOmurice                        | harvestcraft:omuriceitem                        |        0 | Omurice                                    |     |
| foodOnigiri                        | harvestcraft:onigiriitem                        |        0 | Onigiri                                    |     |
| foodOnionhamburger                 | harvestcraft:onionhamburgeritem                 |        0 | Onion Hamburger                            |     |
| foodOnionsoup                      | harvestcraft:onionsoupitem                      |        0 | Onion Soup                                 |     |
| foodOrangechicken                  | harvestcraft:orangechickenitem                  |        0 | Orange Chicken                             |     |
| foodOrangeduck                     | harvestcraft:orangeduckitem                     |        0 | Orange Duck                                |     |
| foodOrangejelly                    | harvestcraft:orangejellyitem                    |        0 | Orange Jelly                               |     |
| foodOrangejellysandwich            | harvestcraft:orangejellysandwichitem            |        0 | Orange Jelly Sandwich                      |     |
| foodOrangejuice                    | harvestcraft:orangejuiceitem                    |        0 | Orange Juice                               |     |
| foodOrangesmoothie                 | harvestcraft:orangesmoothieitem                 |        0 | Orange Smoothie                            |     |
| foodOrangesoda                     | harvestcraft:orangesodaitem                     |        0 | Orange Soda                                |     |
| foodOrangeyogurt                   | harvestcraft:orangeyogurtitem                   |        0 | Orange Yogurt                              |     |
| foodOvenroastedcauliflower         | harvestcraft:ovenroastedcaulifloweritem         |        0 | Oven Roasted Cauliflower                   |     |
| foodPancakes                       | harvestcraft:pancakesitem                       |        0 | Pancakes                                   |     |
| foodPaneer                         | harvestcraft:paneeritem                         |        0 | Paneer                                     |     |
| foodPaneertikkamasala              | harvestcraft:paneertikkamasalaitem              |        0 | Paneer Tikka Masala                        |     |
| foodPapayajelly                    | harvestcraft:papayajellyitem                    |        0 | Papaya Jelly                               |     |
| foodPapayajellysandwich            | harvestcraft:papayajellysandwichitem            |        0 | Papaya Jelly Sandwich                      |     |
| foodPapayajuice                    | harvestcraft:papayajuiceitem                    |        0 | Papaya Juice                               |     |
| foodPapayasmoothie                 | harvestcraft:papayasmoothieitem                 |        0 | Papaya Smoothie                            |     |
| foodPapayayogurt                   | harvestcraft:papayayogurtitem                   |        0 | Papaya Yogurt                              |     |
| foodPasta                          | harvestcraft:pastaitem                          |        0 | Pasta                                      |     |
| foodPastagardenia                  | harvestcraft:pastagardeniaitem                  |        0 | Pasta Gardenia                             |     |
| foodPatreonpie                     | harvestcraft:patreonpieitem                     |        0 | Patreon Pie                                |     |
| foodPavlova                        | harvestcraft:pavlovaitem                        |        0 | Pavlova                                    |     |
| foodPbandj                         | harvestcraft:pbandjitem                         |        0 | PB&J                                       |     |
| foodPeaandhamsoup                  | harvestcraft:peaandhamsoupitem                  |        0 | Pea and Ham Soup                           |     |
| foodPeachcobbler                   | harvestcraft:peachcobbleritem                   |        0 | Peach Cobbler                              |     |
| foodPeachesandcreamoatmeal         | harvestcraft:peachesandcreamoatmealitem         |        0 | Peaches and Cream Oatmeal                  |     |
| foodPeachjelly                     | harvestcraft:peachjellyitem                     |        0 | Peach Jelly                                |     |
| foodPeachjellysandwich             | harvestcraft:peachjellysandwichitem             |        0 | Peach Jelly Sandwich                       |     |
| foodPeachjuice                     | harvestcraft:peachjuiceitem                     |        0 | Peach Juice                                |     |
| foodPeachsmoothie                  | harvestcraft:peachsmoothieitem                  |        0 | Peach Smoothie                             |     |
| foodPeachyogurt                    | harvestcraft:peachyogurtitem                    |        0 | Peach Yogurt                               |     |
| foodPeanutbutter                   | harvestcraft:peanutbutteritem                   |        0 | Peanut Butter                              |     |
| foodPeanutbuttercookies            | harvestcraft:peanutbuttercookiesitem            |        0 | Peanut Butter Cookies                      |     |
| foodPearjelly                      | harvestcraft:pearjellyitem                      |        0 | Pear Jelly                                 |     |
| foodPearjellysandwich              | harvestcraft:pearjellysandwichitem              |        0 | Pear Jelly Sandwich                        |     |
| foodPearjuice                      | harvestcraft:pearjuiceitem                      |        0 | Pear Juice                                 |     |
| foodPearsmoothie                   | harvestcraft:pearsmoothieitem                   |        0 | Pear Smoothie                              |     |
| foodPearyogurt                     | harvestcraft:pearyogurtitem                     |        0 | Pear Yogurt                                |     |
| foodPeasandcelery                  | harvestcraft:peasandceleryitem                  |        0 | Peas and Celery                            |     |
| foodPecanpie                       | harvestcraft:pecanpieitem                       |        0 | Pecan Pie                                  |     |
| foodPekingduck                     | harvestcraft:pekingduckitem                     |        0 | Peking Duck                                |     |
| foodPemmican                       | harvestcraft:pemmicanitem                       |        0 | Pemmican                                   |     |
| foodPepperjelly                    | harvestcraft:pepperjellyitem                    |        0 | Pepper Jelly                               |     |
| foodPepperjellyandcrackers         | harvestcraft:pepperjellyandcrackersitem         |        0 | Pepper Jelly and Crackers                  |     |
| foodPeppermint                     | harvestcraft:peppermintitem                     |        0 | Peppermint                                 |     |
| foodPepperoni                      | harvestcraft:pepperoniitem                      |        0 | Pepperoni                                  |     |
| foodPerchraw                       | harvestcraft:perchrawitem                       |        0 | Raw Perch                                  |     |
| foodPersimmonjelly                 | harvestcraft:persimmonjellyitem                 |        0 | Persimmon Jelly                            |     |
| foodPersimmonjellysanwich          | harvestcraft:persimmonjellysandwichitem         |        0 | Persimmon Jelly Sandwich                   |     |
| foodPersimmonjuice                 | harvestcraft:persimmonjuiceitem                 |        0 | Persimmon Juice                            |     |
| foodPersimmonsmoothie              | harvestcraft:persimmonsmoothieitem              |        0 | Persimmon Smoothie                         |     |
| foodPersimmonyogurt                | harvestcraft:persimmonyogurtitem                |        0 | Persimmon Yogurt                           |     |
| foodPho                            | harvestcraft:phoitem                            |        0 | Pho                                        |     |
| foodPickledbeets                   | harvestcraft:pickledbeetsitem                   |        0 | Pickled Beets                              |     |
| foodPickledonions                  | harvestcraft:pickledonionsitem                  |        0 | Pickled Onions                             |     |
| foodPickles                        | harvestcraft:picklesitem                        |        0 | Pickles                                    |     |
| foodPinacolada                     | harvestcraft:pinacoladaitem                     |        0 | Pinacolada                                 |     |
| foodPineappleham                   | harvestcraft:pineapplehamitem                   |        0 | Pineapple Ham                              |     |
| foodPineappleupsidedowncake        | harvestcraft:pineappleupsidedowncakeitem        |        0 | Pineapple Upside Down Cake                 |     |
| foodPineappleyogurt                | harvestcraft:pineappleyogurtitem                |        0 | Pineapple Yogurt                           |     |
| foodPistachiobakedsalmon           | harvestcraft:pistachiobakedsalmonitem           |        0 | Pistachio Baked Salmon                     |     |
| foodPistachiobutter                | harvestcraft:pistachiobutteritem                |        0 | Pistachio Butter                           |     |
| foodPistachioicecream              | harvestcraft:pistachioicecreamitem              |        0 | Pistachio Ice Cream                        |     |
| foodPizza                          | harvestcraft:pizzaitem                          |        0 | Pizza                                      |     |
| foodPizzasoup                      | harvestcraft:pizzasoupitem                      |        0 | Pizza Soup                                 |     |
| foodPlainyogurt                    | harvestcraft:plainyogurtitem                    |        0 | Plain Yogurt                               |     |
| foodPloughmanslunch                | harvestcraft:ploughmanslunchitem                |        0 | Ploughman's Lunch                          |     |
| foodPlumjelly                      | harvestcraft:plumjellyitem                      |        0 | Plum Jelly                                 |     |
| foodPlumjellysandwich              | harvestcraft:plumjellysandwichitem              |        0 | Plum Jelly Sandwich                        |     |
| foodPlumjuice                      | harvestcraft:plumjuiceitem                      |        0 | Plum Juice                                 |     |
| foodPlumsmoothie                   | harvestcraft:plumsmoothieitem                   |        0 | Plum Smoothie                              |     |
| foodPlumyogurt                     | harvestcraft:plumyogurtitem                     |        0 | Plum Yogurt                                |     |
| foodPoachedpear                    | harvestcraft:poachedpearitem                    |        0 | Poached Pear                               |     |
| foodPomegranatejelly               | harvestcraft:pomegranatejellyitem               |        0 | Pomegranate Jelly                          |     |
| foodPomegranatejellysandwich       | harvestcraft:pomegranatejellysandwichitem       |        0 | Pomegranate Jelly Sandwich                 |     |
| foodPomegranatejuice               | harvestcraft:pomegranatejuiceitem               |        0 | Pomegranate Juice                          |     |
| foodPomegranatesmoothie            | harvestcraft:pomegranatesmoothieitem            |        0 | Pomegranate Smoothie                       |     |
| foodPomegranateyogurt              | harvestcraft:pomegranateyogurtitem              |        0 | Pomegranate Yogurt                         |     |
| foodPorklettucewrap                | harvestcraft:porklettucewrapitem                |        0 | Pork Lettuce Wrap                          |     |
| foodPorklomein                     | harvestcraft:porklomeinitem                     |        0 | Pork Lo Mein                               |     |
| foodPorksausage                    | harvestcraft:porksausageitem                    |        0 | Pork Sausage                               |     |
| foodPotatoandcheesepirogi          | harvestcraft:potatoandcheesepirogiitem          |        0 | Potato and Cheese Pierogi                  |     |
| foodPotatoandleeksoup              | harvestcraft:potatoandleeksoupitem              |        0 | Potato and Leek Soup                       |     |
| foodPotatocakes                    | harvestcraft:potatocakesitem                    |        0 | Potato Cakes                               |     |
| foodPotatochips                    | harvestcraft:potatochipsitem                    |        0 | Potato Chips                               |     |
| foodPotatoesobrien                 | harvestcraft:potatoesobrienitem                 |        0 | Potatoes O'Brien                           |     |
| foodPotatosalad                    | harvestcraft:potatosaladitem                    |        0 | Potato Salad                               |     |
| foodPotatosoup                     | harvestcraft:potatosoupitem                     |        0 | Potato Soup                                |     |
| foodPotroast                       | harvestcraft:potroastitem                       |        0 | Pot Roast                                  |     |
| foodPotstickers                    | harvestcraft:potstickersitem                    |        0 | Pot Stickers                               |     |
| foodPoutine                        | harvestcraft:poutineitem                        |        0 | Poutine                                    |     |
| foodPowdereddonut                  | harvestcraft:powdereddonutitem                  |        0 | Powdered Donut                             |     |
| foodPralines                       | harvestcraft:pralinesitem                       |        0 | Pralines                                   |     |
| foodPumpkinbread                   | harvestcraft:pumpkinbreaditem                   |        0 | Pumpkin Bread                              |     |
| foodPumpkinoatscones               | harvestcraft:pumpkinoatsconesitem               |        0 | Pumpkin Oat Scones                         |     |
| foodPumpkinsoup                    | harvestcraft:pumpkinsoupitem                    |        0 | Pumpkin Soup                               |     |
| foodPumpkinyogurt                  | harvestcraft:pumpkinyogurtitem                  |        0 | Pumpkin Yogurt                             |     |
| foodRabbitcooked                   | minecraft:cooked_rabbit                         |        0 | Cooked Rabbit                              |     |
| foodRabbitraw                      | minecraft:rabbit                                |        0 | Raw Rabbit                                 |     |
| foodRainbowcurry                   | harvestcraft:rainbowcurryitem                   |        0 | Rainbow Curry                              |     |
| foodRaisincookies                  | harvestcraft:raisincookiesitem                  |        0 | Raisin Cookies                             |     |
| foodRaisins                        | harvestcraft:raisinsitem                        |        0 | Raisins                                    |     |
| foodRamen                          | harvestcraft:ramenitem                          |        0 | Ramen                                      |     |
| foodRaspberryicedtea               | harvestcraft:raspberryicedteaitem               |        0 | Raspberry Iced Tea                         |     |
| foodRaspberryjelly                 | harvestcraft:raspberryjellyitem                 |        0 | Raspberry Jelly                            |     |
| foodRaspberryjellysandwich         | harvestcraft:raspberryjellysandwichitem         |        0 | Raspberry Jelly Sandwich                   |     |
| foodRaspberryjuice                 | harvestcraft:raspberryjuiceitem                 |        0 | Raspberry Juice                            |     |
| foodRaspberrypie                   | harvestcraft:raspberrypieitem                   |        0 | Raspberry Pie                              |     |
| foodRaspberrysmoothie              | harvestcraft:raspberrysmoothieitem              |        0 | Raspberry Smoothie                         |     |
| foodRaspberrytrifle                | harvestcraft:raspberrytrifleitem                |        0 | Raspberry Trifle                           |     |
| foodRaspberryyogurt                | harvestcraft:raspberryyogurtitem                |        0 | Raspberry Yogurt                           |     |
| foodRedvelvetcake                  | harvestcraft:redvelvetcakeitem                  |        0 | Red Velvet Cake                            |     |
| foodRefriedbeans                   | harvestcraft:refriedbeansitem                   |        0 | Refried Beans                              |     |
| foodRicecake                       | harvestcraft:ricecakeitem                       |        0 | Rice Cake                                  |     |
| foodRicesoup                       | harvestcraft:ricesoupitem                       |        0 | Rice Soup                                  |     |
| foodRoastchicken                   | harvestcraft:roastchickenitem                   |        0 | Roast Chicken                              |     |
| foodRoastedchestnut                | harvestcraft:roastedchestnutitem                |        0 | Roasted Chestnut                           |     |
| foodRoastedpumpkinseeds            | harvestcraft:roastedpumpkinseedsitem            |        0 | Roasted Pumpkin Seeds                      |     |
| foodRoastedrootveggiemedley        | harvestcraft:roastedrootveggiemedleyitem        |        0 | Roasted Root Veggie Medley                 |     |
| foodRoastpotatoes                  | harvestcraft:roastpotatoesitem                  |        0 | Roast Potatoes                             |     |
| foodRootbeersoda                   | harvestcraft:rootbeersodaitem                   |        0 | Root Beer                                  |     |
| foodRoux                           | harvestcraft:rouxitem                           |        0 | Roux                                       |     |
| foodSaladdressing                  | harvestcraft:saladdressingitem                  |        0 | Salad Dressing                             |     |
| foodSalisburysteak                 | harvestcraft:salisburysteakitem                 |        0 | Salisbury Steak                            |     |
| foodSalmonpatties                  | harvestcraft:salmonpattiesitem                  |        0 | Salmon Patties                             |     |
| foodSalmonraw                      | minecraft:fish                                  |        1 | Raw Salmon                                 |     |
| foodSalsa                          | harvestcraft:salsaitem                          |        0 | Salsa                                      |     |
| foodSalt                           | harvestcraft:saltitem                           |        0 | Salt                                       |     |
| foodSaltedcaramel                  | harvestcraft:saltedcaramelitem                  |        0 | Salted Caramel                             |     |
| foodSaltedsunflowerseeds           | harvestcraft:saltedsunflowerseedsitem           |        0 | Salted Sunflower Seeds                     |     |
| foodSardineraw                     | harvestcraft:sardinerawitem                     |        0 | Raw Sardine                                |     |
